PassengerId,Survived,Sex,Age,SibSp,Parch,Fare,No_Cabins,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_n,Master,Mid_rank,Miss,Mx,Nobility,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Ticket_Len,Ticket_Segm
220,0,1,30.0,0,0,10.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,2
221,1,1,16.0,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,15,2
222,0,1,27.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
223,0,1,51.0,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,5,1
224,0,1,33.5,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
225,1,1,38.0,1,0,90.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
226,0,1,22.0,0,0,9.35,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,7,2
227,1,1,19.0,0,0,10.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,2
228,0,1,20.5,0,0,7.25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,9,2
229,0,1,18.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
230,0,0,21.5,3,1,25.4667,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,1
231,1,0,35.0,1,0,83.475,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
232,0,1,29.0,0,0,7.775,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
233,0,1,59.0,0,0,13.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
234,1,0,5.0,4,2,31.3875,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,1
235,0,1,24.0,0,0,10.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,10,2
236,0,0,21.5,0,0,7.55,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,10,2
237,0,1,44.0,1,0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
238,1,0,8.0,0,2,26.25,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,10,2
239,0,1,19.0,0,0,10.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
240,0,1,33.0,0,0,12.275,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,10,2
241,0,0,21.5,1,0,14.4542,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4,1
242,1,0,21.5,1,0,15.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,6,1
243,0,1,29.0,0,0,10.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,11,2
244,0,1,22.0,0,0,7.125,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,17,3
245,0,1,30.0,0,0,7.225,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
246,0,1,44.0,2,0,90.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,5,1
247,0,0,25.0,0,0,7.775,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,1
248,1,0,24.0,0,2,14.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
249,1,1,37.0,1,1,52.5542,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
250,0,1,54.0,1,0,26.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,6,1
251,0,1,33.5,0,0,7.25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
252,0,0,29.0,1,1,10.4625,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,6,1
253,0,1,62.0,0,0,26.55,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
254,0,1,30.0,1,0,16.1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,9,2
255,0,0,41.0,0,2,20.2125,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
256,1,0,29.0,0,2,15.2458,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
257,1,0,33.5,0,0,79.2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,8,2
258,1,0,30.0,0,0,86.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6,1
259,1,0,35.0,0,0,512.3292,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,8,2
260,1,0,50.0,0,1,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
261,0,1,33.5,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
262,1,1,3.0,4,2,31.3875,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,6,1
263,0,1,52.0,1,1,79.65,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
264,0,1,40.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
265,0,0,21.5,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,6,1
266,0,1,36.0,0,0,10.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,10,2
267,0,1,16.0,4,1,39.6875,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,7,1
268,1,1,25.0,1,0,7.775,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
269,1,0,58.0,0,1,153.4625,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8,2
270,1,0,35.0,0,0,135.6333,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,8,2
271,0,1,33.5,0,0,31.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,6,1
272,1,1,25.0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
273,1,0,41.0,0,1,19.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
274,0,1,37.0,0,1,29.7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8,2
275,1,0,21.5,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,6,1
276,1,0,63.0,1,0,77.9583,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5,1
277,0,0,45.0,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,1
278,0,1,33.5,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
279,0,1,7.0,4,1,29.125,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,6,1
280,1,0,35.0,1,1,20.25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,9,2
281,0,1,65.0,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
282,0,1,28.0,0,0,7.8542,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
283,0,1,16.0,0,0,9.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
284,1,1,19.0,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,10,2
285,0,1,33.5,0,0,26.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
286,0,1,33.0,0,0,8.6625,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,6,1
287,1,1,30.0,0,0,9.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
288,0,1,22.0,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
289,1,1,42.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
290,1,0,22.0,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,6,1
291,1,0,26.0,0,0,78.85,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,5,1
292,1,0,19.0,1,0,91.0792,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,1
293,0,1,36.0,0,0,12.875,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,13,2
294,0,0,24.0,0,0,8.85,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,1
295,0,1,24.0,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
296,0,1,33.5,0,0,27.7208,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,8,2
297,0,1,23.5,0,0,7.2292,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
298,0,0,2.0,1,2,151.55,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6,1
299,1,1,33.5,0,0,30.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
300,1,0,50.0,0,1,247.5208,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8,2
301,1,0,21.5,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,1
302,1,1,33.5,2,0,23.25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
303,0,1,19.0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
304,1,0,21.5,0,0,12.35,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6,1
305,0,1,33.5,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,2
306,1,1,0.92,1,2,151.55,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,6,1
307,1,0,21.5,0,0,110.8833,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,1
308,1,0,17.0,1,0,108.9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8,2
309,0,1,30.0,1,0,24.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,9,2
310,1,0,30.0,0,0,56.9292,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8,2
311,1,0,24.0,0,0,83.1583,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,1
312,1,0,18.0,2,2,262.375,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8,2
313,0,0,26.0,1,1,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
314,0,1,28.0,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
315,0,1,43.0,1,1,26.25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,12,2
316,1,0,26.0,0,0,7.8542,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,1
317,1,0,24.0,1,0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
318,0,1,54.0,0,0,14.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,5,1
319,1,0,31.0,0,2,164.8667,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5,1
320,1,0,40.0,1,1,134.5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,1
321,0,1,22.0,0,0,7.25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,9,2
322,0,1,27.0,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
323,1,0,30.0,0,0,12.35,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,6,1
324,1,0,22.0,1,1,29.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
325,0,1,33.5,8,2,69.55,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,2
326,1,0,36.0,0,0,135.6333,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8,2
327,0,1,61.0,0,0,6.2375,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
328,1,0,36.0,0,0,13.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,5,1
329,1,0,31.0,1,1,20.525,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
330,1,0,16.0,0,1,57.9792,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,1
331,1,0,21.5,2,0,23.25,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,6,1
332,0,1,45.5,0,0,28.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
333,0,1,38.0,0,1,153.4625,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8,2
334,0,1,16.0,2,0,18.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
335,1,0,33.5,1,0,133.65,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,8,2
336,0,1,33.5,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
337,0,1,29.0,1,0,66.6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
338,1,0,41.0,0,0,134.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,1
339,1,1,45.0,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
340,0,1,45.0,0,0,35.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
341,1,1,2.0,1,1,26.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,6,1
342,1,0,24.0,3,2,263.0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5,1
343,0,1,28.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
344,0,1,25.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
345,0,1,36.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
346,1,0,24.0,0,0,13.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,6,1
347,1,0,40.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,5,1
348,1,0,33.5,1,0,16.1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
349,1,1,3.0,1,1,15.9,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,10,2
350,0,1,42.0,0,0,8.6625,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
351,0,1,23.0,0,0,9.225,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
352,0,1,33.5,0,0,35.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
353,0,1,15.0,1,1,7.2292,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
354,0,1,25.0,1,0,17.8,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
355,0,1,33.5,0,0,7.225,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
356,0,1,28.0,0,0,9.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
357,1,0,22.0,0,1,55.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6,1
358,0,0,38.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6,1
359,1,0,21.5,0,0,7.8792,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,6,1
360,1,0,21.5,0,0,7.8792,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,6,1
361,0,1,40.0,1,4,27.9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
362,0,1,29.0,1,0,27.7208,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,13,2
363,0,0,45.0,0,1,14.4542,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
364,0,1,35.0,0,0,7.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,18,2
365,0,1,33.5,1,0,15.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
366,0,1,30.0,0,0,7.25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,2
367,1,0,60.0,1,0,75.25,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,6,1
368,1,0,33.5,0,0,7.2292,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
369,1,0,21.5,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,5,1
370,1,0,24.0,0,0,69.3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8,2
371,1,1,25.0,1,0,55.4417,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,1
372,0,1,18.0,1,0,6.4958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,7,1
373,0,1,19.0,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
374,0,1,22.0,0,0,135.6333,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,8,2
375,0,0,3.0,3,1,21.075,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,1
376,1,0,33.5,1,0,82.1708,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,8,2
377,1,0,22.0,0,0,7.25,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,2
378,0,1,27.0,0,2,211.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,6,1
379,0,1,20.0,0,0,4.0125,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
380,0,1,19.0,0,0,7.775,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
381,1,0,42.0,0,0,227.525,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,8,2
382,1,0,1.0,0,2,15.7417,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4,1
383,0,1,32.0,0,0,7.925,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,17,3
384,1,0,35.0,1,0,52.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,6,1
385,0,1,33.5,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
386,0,1,18.0,0,0,73.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,12,2
387,0,1,1.0,5,2,46.9,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,7,2
388,1,0,36.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,5,1
389,0,1,33.5,0,0,7.7292,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
390,1,0,17.0,0,0,12.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,7,2
391,1,1,36.0,1,2,120.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
392,1,1,21.0,0,0,7.7958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
393,0,1,28.0,2,0,7.925,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,7,1
394,1,0,23.0,1,0,113.275,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,1
395,1,0,24.0,0,2,16.7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,7,2
396,0,1,22.0,0,0,7.7958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
397,0,0,31.0,0,0,7.8542,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,1
398,0,1,46.0,0,0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
399,0,1,23.0,0,0,10.5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,6,1
400,1,0,28.0,0,0,12.65,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
401,1,1,39.0,0,0,7.925,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,17,3
402,0,1,26.0,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
403,0,0,21.0,1,0,9.825,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,1
404,0,1,28.0,1,0,15.85,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,16,2
405,0,0,20.0,0,0,8.6625,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,1
406,0,1,34.0,1,0,21.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
407,0,1,51.0,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
408,1,1,3.0,1,1,18.75,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,5,1
409,0,1,21.0,0,0,7.775,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
410,0,0,21.5,3,1,25.4667,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,1
411,0,1,33.5,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
412,0,1,33.5,0,0,6.8583,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
413,1,0,33.0,1,0,90.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5,1
414,0,1,33.5,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
415,1,1,44.0,0,0,7.925,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,17,3
416,0,0,33.5,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
417,1,0,34.0,1,1,32.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
418,1,0,18.0,0,2,13.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6,1
419,0,1,30.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
420,0,0,10.0,0,2,24.15,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,1
421,0,1,33.5,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,6,1
422,0,1,21.0,0,0,7.7333,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,10,2
423,0,1,29.0,0,0,7.875,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
424,0,0,28.0,1,1,14.4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
425,0,1,18.0,1,1,20.2125,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
426,0,1,33.5,0,0,7.25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,10,2
427,1,0,28.0,1,0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,4,1
428,1,0,19.0,0,0,26.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6,1
429,0,1,33.5,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
430,1,1,32.0,0,0,8.05,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,17,2
431,1,1,28.0,0,0,26.55,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
432,1,0,33.5,1,0,16.1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
433,1,0,42.0,1,0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,10,2
434,0,1,17.0,0,0,7.125,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,17,3
435,0,1,50.0,1,0,55.9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
436,1,0,14.0,1,2,120.0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6,1
437,0,0,21.0,2,2,34.375,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,10,2
438,1,0,24.0,2,3,18.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
439,0,1,64.0,1,4,263.0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
440,0,1,31.0,0,0,10.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,10,2
441,1,0,45.0,1,1,26.25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,12,2
